English Word,Part of Speech,Odia Translation
 decrease          , Noun                           ," କାମ୍‌ ମାଡ଼ାନାଦ୍‌, ଦାକ୍‌, ତୁଙ୍ଗାନାଦ୍‌ "
 deep pit           , Noun                           ," ଆଡ଼୍‌ ଗେ ଇଡ଼୍‌ ପେ, ମାନ୍ଦାନ୍‌ ଆନାଲୋର୍‌ ପଡ଼ିୟ୍‌ "
 deer                , Noun                          , ଲୁପ୍‌ 
 defect , Noun ," କାମ୍‌, ତାପ୍‌ ପୁ "
 deference , Noun , ମାରିୟାଦା 
 dehydration , Noun , ଡକ୍‌ କା 
 delay , Noun ," ଆଲ୍‌ ସେମ୍‌, ଜେୟା "
 deliverer , Noun , ଭଦାନୋଣ୍ତ 
 delivery , Noun , ପୁଟିସାନାଦ୍‌ 
 delivery pain , Noun , ତି ପାର୍‌ 
 demon/devil , Noun ," ଦେୟ୍ଯାମ୍‌, ବୁତାମ୍‌, କା "
 demons , Noun , ବୂତ୍‌ 
 dental , Noun , ପାଲ୍‌ 
 dew          , Noun           , ଇମ୍‌ ମା          
 snow         , Noun           , ଇମ୍‌ ମା          
 dewy         , Noun           , ଇମ୍‌ ମା କାଲାମ୍‌ 
 dhoby        , Noun           , ସାକିଲ୍‌         
 washer man   , Noun           , ସାକିଲ୍‌         
 dhole        , Noun           , ଗଛୁ ନେଇକ୍‌      
 dog          , Noun           , ଗଛୁ ନେଇକ୍‌      
 diabetes     , Noun           , ନାର୍କେ ରୋଗାମ୍‌  
 dialogue     , Noun           , ଓଦାନାଦ୍‌       
 conversation , Noun           , ଓଦାନାଦ୍‌       
 house        , Noun           , ମାନ୍ଦାନାଦ୍‌      
 diarrhoea    , Noun           , ପେଲାନ୍‌ ରୋଗାମ୍‌ 
 comb         , Noun           , ତାଲା ସାୟ ଶିଲେ   
 hair         , Noun           , ତାଲା ସାୟ ଶିଲେ   
 0160         , Noun           , ଡ଼ଲାନାଦ୍‌       
 difference   , Noun           , ତେଡ଼ା            
 water        , Noun           , ପାଣି ତୋରାନାଦ୍‌   
 digestion    , Noun           , ଆର୍‌ ଗାନାଦ୍‌     
 dignity      , Noun           , ମାରିୟାଦା         
 dinner       , Noun           , ମୁଲ୍‌ ଦୋଡ଼ା        
 supper       , Noun           , ମୁଲ୍‌ ଦୋଡ଼ା        
 direction , Noun , ପାକ୍‌ କାମ୍‌ 
 dirty cloth , Noun , ମାସ୍‌ 
 dirty , Noun , ତୋଗ୍‌ 
" dirty, soiled cloth ", Noun , ମାସ୍‌ 
 disadvantage , Noun , ନଷ୍ଟାମ୍‌ 
 disappointment , Noun ," ତୁଙ୍ଗାନାଦ୍‌, ବଲ୍‌ ଲିସାନାଦ୍‌ "
 disaster , Noun ," ସାଟ୍‌ କେ ଗାଳି ତିପ୍‌, କାଷ୍ଟାମ୍‌ ଓାଦାନାଦ୍‌, ପାଲ୍ "
 disciple , Noun ," କାର୍‌ ସି, ସାଦ୍‌ ଓଁ, ତୋପିସାନୋଣ୍ଟ "
 disciples , Noun , ଜୀଶୁନ୍‌ ଶିଷ୍ୟାଲୋର୍‌ 
 discipline , Noun ," ଜୀଞାମ୍‌ ନାଢୃଶ୍‌, ପାନ୍‌ ମାୟ୍‌ ଦିଙ୍କ୍‌ ମେଲ୍‌ ତା, ଆଲ୍‌ ଓାଟ୍‌ "
 discontent , Noun ," ଆଲୋ, ପାଞା୍ "
 discovery , Noun ," କତାଦ୍‌, ପୂନାଦ୍‌, ମେକ ତୋପସାନାଦ୍‌ "
 disease , Noun ," ରୋଗାମ୍‌, ଜାବୁ, ପାଣାମ୍‌ "
 disgrace , Noun ," ନେରାମ୍‌, ମାଡ଼ାନାଦ୍‌, ପେର୍ଲାନାଦ୍‌ "
 dish , Noun , ବେଡ଼ିୟା ଗିନ୍ନି 
 doctor       , Noun           ," ଡାକ୍‌ ତାର୍‌, ଏଡେ  "
 doctrine     , Noun           , ନିୟାମ୍‌ ସାରେ       
 doe          , Noun           , ଡାଡାଲୂପ୍‌         
 female dog   , Noun           ," ନେୟ୍‌,ନେୟକୁ       "
 male dog     , Noun           , ପୋତ୍‌ ନେୟୁ       
 domestic animal , Noun        , ନାଟେ            
 donkey       , Noun            , ଗାଡ଼୍‌ ଦେ 
 door         , Noun            ," ତାଲୁପୁ, ମାର୍‌, ଗୁମ୍ମାମ୍‌ "
 dose         , Noun            ," ମାତ୍ରା, ଗୋଲି "
 dot          , Noun            ," ବଟ୍‌ ଓାଟା, ଚୂକ୍‌ "
 dot's        , Noun            ," ଏାନେ ଓନେ, ଆନେ ଓନେ "
 doubt        , Noun            ," ଞେରେ ଆଲ୍‌ ପ୍‌, ଡ଼ାୱ "
 doubtful     , Noun            ," ସେରେ ଆଲ୍‌ ପ୍‌, ଡ଼ାୱ, ସନ୍ଦେହ, ନାମ୍‌, ଜାଲ୍‌, ନାମ୍‌ କାମ୍‌ "
 dove         , Noun            , ପଡ଼େପିଟେ 
" dove,pigeon  ", Noun            , ପଡ଼େ-ପିଟେ 
" down,floor   ", Noun            , ନେଲ୍‌ 
 dowry        , Noun            , କାଟନାମ୍‌ 
 dragon bird  , Noun            , ଆସ୍‌ ପିଟେ 
 dragon fly   , Noun            , ଗୁଗେ ବିଭୋ 
 drain , Noun , ଗେଞ୍ଜ ସାଞ୍ଚାନାଦ୍‌ 
 draper , Noun , ଗୁଡ଼ା ସୀଲେ ଆମ୍‌ ମାନୋର୍‌ 
 dream , Noun ," କାଲ୍‌ ଓରାମ୍‌, କାଲାଦ୍‌ "
 dried-up kera , Noun , ବାଦ୍‌ ତୁଙ୍ଗାନାଦ୍‌ 
 drink , Noun , ଉଣ୍ଡାନାଦ୍‌ 
 dung of sheep , Noun           , ଗଦେ             
 dusk         , Noun           , ମାସ୍‌ ମାସ୍‌ ସିକାଡ୍‌ 
 dust         , Noun           , ଧୁମ୍‌(ଓାଞ୍ଜାନ୍‌) ତେଲିତ୍‌ 
" dust bin, carrier, basket ", Noun , ତଗ୍‌ 
 duster       , Noun           , ଉମାନାଦ୍‌        
 earth        , Noun           , ବୂମ୍‌            
 earthworm    , Noun           , ଏଡ଼ା ପୁଡ଼ିକ୍‌       
 earthenware  , Noun           , ସାମାନ୍‌          
 ear-wax      , Noun           , କର୍‌ ଞୋଲ୍‌       
 east         , Noun           , ପଡ଼୍‌ ଦ୍‌ ପେୟ୍‌ ହ୍‌ 
 easy chair   , Noun           , ମେତାଙ୍ଗ୍‌ ମାନ୍ଦାନ୍‌ 
 eatable items , Noun          , ଖାଦ୍ୟ ପଦାର୍ଥ     
 eater        , Noun           , ଖାଦିଞ୍ଚିର୍ଗା ତିନ୍ଦାନାଦ୍‌ 
 ebony tree   , Noun           , କାଳିମରିଚା       
 Dwelling , Noun ," ମାନ୍ଦାନ୍‌, ବାତ୍‌ କାନ୍‌ "
 Dwelling , Noun , ପଡ଼ିୟ୍‌ 
 Dwelling in a forest , Noun , ଗାଗାତା ମାନ୍ଦାନାଦ୍‌ 
 Dysentery , Noun ," ସୁରୁ ସୁରୁ ପେଲ, ମିନ୍ଦେ "
 Economy , Noun ," ପାନାଦ୍‌ ତେର୍ସ୍‌ ପାନାଦ୍‌, ଞ୍ପସାୟାମ୍‌ ତା ମାଟା "
 Eczema , Noun ," କୁଲୁମ୍‌ ପେୟ୍‌ ସି, ଓାଦାନ୍‌ କୁରୁପୁ "
 Edge , Noun ," ଗୋଡ଼୍‌, ମୂଲା "
 Effigy , Noun ," ମୂର୍ତି, ବମ୍‌ ମେ "
 elder        , Noun           , ଦାଦାଲ୍‌         
 elder        , Noun           , ଦାଦାଲର         
 elder father , Noun           ," ପେପି, ବେଡ଼ିୟା, ଭ୍ୟାନ୍‌ "
 elder mother , Noun           , ବେରିୟାୟାୱ୍‌     
 elder sister , Noun           ," କା, ନାନୋ         "
 elder sister's husband , Noun , ବାଟୋ         
 elephant     , Noun           , ଏନ୍‌             
 elephantiasis diseases , Noun ," ତୋୟ୍‌ ତ୍‌ କାଲ୍‌, ତା କାଲ୍‌ "
 eleven       , Noun           , ଅଣ୍ଡୋୟ୍‌         
 elopement    , Noun           , ମୁଭି             
 elopement    , Noun           ," ତୋଡ଼େ ଆଣ୍‌ କି, ଦେଙ୍ଗାନ୍ଦାନାଦ୍‌ "
 emblicmyrobalan the fruit and its tree , Noun , ନେଲ୍‌ କାୟା 
 ଜୋଡୁଗୋମନ୍ଦେ , Noun , ଜୋଡୁଗୋମିନ୍ଦେ 
 emperor , Noun , ଦେସାମ୍‌ ତିନ୍‌ 
 employment , Noun , ନାୱ୍‌ କାର୍‌ 
 empty corn frame , Noun , ତଗ୍‌ ଗୁ 
" empty place,gap ", Noun , ପାୟ୍‌ ନ୍ଦ୍‌ 
" end ,ending ", Noun , ମାରେଙ୍ଗ୍‌ 
 endearment , Noun , କୋରାନାଦ୍‌ 
 endurance , Noun , କାଷ୍[ମ୍‌ ତେ କଟ୍ଟ ମାନ୍ଦାନାଦ୍‌ 
 enterprise , Noun , ତାନ୍‌ ନା ଲାଡ଼ାନାଦ୍‌ 
 entrance               , Noun           , ଆର୍ଦ ଗୁମାମ୍‌             
 envelope cover         , Noun           , ଲପାପା                
 paper sheet            , Noun           , କାଗାଜ୍‌ ସୀଟ୍‌         
 companion              , Noun           , ପିସାନୋଣ୍ତ             
 admission              , Noun           , ଆଦାନାଦ୍‌             
 eternity               , Noun           , ବେସ୍‌ କେ ବାରେ          
 euphony                , Noun           , କେଞ୍ଜାନାଙ୍‌ ମେଲ୍‌      
 evil , Noun , ଦୁଷ୍ଟ 
 evil work , Noun , ଦୁଷ୍ଟ କାର୍ଯ୍ୟ 
 ewe , Noun , ଡାଡା ମେଣ୍ଡା 
 excess , Noun , ଅତିରେକ 
 excuse , Noun , କ୍ଷମା 
 exhaustion , Noun , ଥକାଣ 
 face , Noun , ମୁହାଁ 
 facility , Noun , ସୁବିଧା 
 failure , Noun , ବିଫଳତା 
 fainting , Noun , ମୁହାଁ ହୋଇଥାଏ 
 exhibition   , Noun           , କଭା ପଡ଼ିୟ୍‌          
 exhortation , Noun           , କାଟି ସାର୍ଦା           
 expenditure  , Noun           , କାର୍‌ସ୍‌           
 experience   , Noun           , ଆଲ୍‌ ଓଟ୍‌          
 experiment   , Noun           , ପରୀକ୍ଷା            
 expression   , Noun           , ମାଟା କିଙ୍କ୍‌         
 fair         , Noun           ," ବଢ଼ା,ଆଦ୍‌ ସର୍‌   "
 faith        , Noun           ," ନାମ୍‌ କାମ୍‌, ଞଶବାସାମ୍‌ "
 falcon       , Noun           , ଓେସେରା ଗାଦା        
 extent          , Noun           , ଦିସା 
 extra tooth     , Noun           , ପେଟ ପାଲ୍‌ 
 eye             , Noun           ," କଣ୍ଢଡା, କାଣ୍ଡ- "
 eye disease     , Noun           , କାଣ୍ଡରୋଗ 
 eye lash        , Noun           , କାଣ୍ଡରେପା 
 eye lid         , Noun           ," କାଣ୍ଡ ସଗା, କଣ୍ଡା "
 eye of a needle , Noun           , ସୁଦ୍ଦାଛଳି 
 eye pupil       , Noun           , କାଣ୍ଡପାରା 
 eyeball         , Noun           ," କାଣ୍ଡ , କଣ୍ଡା ବାର୍ରା ଗବା "
 eyebrow         , Noun           ," କାଣ୍ଡ ଚୋଗା, କଣ୍ଠମିଣ୍ଡି "
 falls           , Noun           ," ମେଟା କୁଞ୍ଚି ଇଦୁପେ, ଏର୍ରାଙ୍ଗ୍‌ଆତ୍‌ "
 fall with a thud, Noun           ," ବୁକ୍‌ କିନ୍ନେ, ନେଲ୍‌ ରାଲାନାଦ୍‌ "
 false           , Noun           ," ବଲ୍‌, ଲିସାନାଦ୍‌, ଆବାଦାମ୍‌, ତାପ୍‌ "
 father , Noun ," ବାବାଲ୍‌, ଭୟା "
 father-in-law , Noun , ମାମାଲ୍‌ 
 father with more children , Noun , ପୀଦ୍‌ ପିଲ୍‌ 
 father's brother , Noun ," ବାବାଲ୍‌, ଭୟାଲ୍‌ "
 father's elder brother , Noun , ପେପୁ 
 father's father , Noun , ଦାଦ 
 father's mother , Noun ," ମା, ଏପ୍‌ ପା "
" fatigue, exhaustion ", Noun , ଆନ୍ଦାନାଦ୍‌ 
 fault , Noun ," ନେରାମ୍‌, ନାଶ୍‌ "
 favour , Noun ," ଦାୟାମ୍‌, ସାୟାମ୍‌ "
 fear , Noun , ସ୍ତେର୍ଦାନାଦ୍‌ 
 feast , Noun , ବୋଜି 
 feast line , Noun , ବାନ୍ତ୍‌ 
 feather , Noun , କର୍ରୁଗେରୁମ୍‌ 
 feeling , Noun , ଆଲ୍‌ ପ୍‌ 
 feet , Noun ," ବାଲା କାଲ୍‌ କ୍‌, ଲାବାକ୍‌ "
 female , Noun ," ନାଟା, ନାଟ୍ରା "
 female breast , Noun , ବମା 
 female calf , Noun , ପାଡା 
 female young of a goat , Noun , ଛୋଟ ଛଗ 
 females , Noun , ଡାଡା 
 fence , Noun , କୋଟା 
 ferry man , Noun , ଅଡା ଡାଣସିତଣ୍ତ 
 festival , Noun ," ନାଲ ,ସାର ସାରୀ "
 festival at the time of harvest , Noun , କୁର୍ମୀ ପାଣ୍ତୁମ୍‌ 
 festival of hunters , Noun , ଷ୍ଟେଣ୍ଟାପାଣ୍ଡୁମ୍‌ 
 festival of pea , Noun , ଶିକୁଡ଼୍‌ ପାଣ୍ତମ୍‌ 
 festoon , Noun , ଆର୍ଦିନ୍‌ ମୁନ୍ନେ 
 fever , Noun , ଏତୂକ୍‌ 
 fibre made from Palmyra stalk , Noun , ହିଲାନାଦ୍‌ 
 fifteen      , Noun            ," ପାଦିଏୟ୍‌ ଙ୍‌, ପାଦି ଏନ୍‌ "
 fifty        , Noun            ," ରେଣ୍ତୁ କୋଡି ଦାଶ୍‌, ଏବେୟ୍‌ "
 fig tree     , Noun            , ତୋୟା ମାଡ଼ା 
 fight        , Noun            ," ଗଢ଼ୁା, ମୁଣ୍ଡାୟ୍‌ କିୟାମୁନ୍ଦୋର୍‌ "
 filly        , Noun            ," ଡାଡା ଗାଡ଼୍‌ ତା ପିଲ୍‌ ଲା, ଡାଡା ଗୁରା ପିଲ୍‌ ଲା "
" filtration, distillation ", Noun , ଏଞ୍ଜୋମିନ୍ଦେ 
 fine         , Noun , ସାୟ୍‌ ମିନ୍ଦେ 
 fine flour   , Noun , ମାୟ୍‌ ଦା ପିଣ୍ୃ 
 fine linen cloths , Noun , ରାଜାଲୋର୍‌ ଭର୍ଶାନାଦ୍‌ 
 fine money for defeated cock , Noun ," ଡାପ୍‌ କ୍‌, କାସାନାଦ୍‌, କାସିକା "
 finger       , Noun , ଓଡ଼ଞା୍‌ 
 finger nail  , Noun ," ଗୋରୁ, ଇଡୁଞ୍ଜ କ୍‌ "
" fire fly, glow worm ", Noun , ମିଡ଼କସ୍‌ 
 fire wood    , Noun ," କିସ୍‌ ମାସାନ୍‌ ଞେର୍‌, କି, କିସ୍‌ କୁଟ୍‌ "
 first        , Noun ," ମୁନ୍ନେ, ମଦଲ୍୍‌, ୧୨୮୧/୮ "
 fish         , Noun ," କୀକେ, କୀକି, ଦାନୋଣ୍ଟ, କୀରା "
 fish curry   , Noun , କୀକେ କୁଚିର୍‌ 
 fishing rod  , Noun , ଗାଲାମ୍‌ 
" fits, convulsions ", Noun ," କୁନ୍ଦେଲ୍‌, ଞ୍ଚେର୍‌, ଟିପ୍‌ ଟାମ୍‌ "
 five         , Noun ," ଆୟ୍‌ ଦୁ, ଓନ୍ଦା "
 five hundred , Noun , ଏଇଙ୍ଗ-ଆୟ୍‌ ଦୁ 
 flies , Noun , ବୁଙ୍ଗୁରି 
 flood , Noun , ବୁରେମ୍‌ 
" flour, powder ", Noun ," ଅଟା, ପିଣ୍ "
 flower in red color , Noun , ମନ୍ଦାର୍‌ 
 flower tree , Noun , ପୂଙ୍ଗାର୍‌ ମାଡ଼ା 
 flowerbed , Noun , ପୂର୍ଗାନ୍‌ କୁଣ୍ଡା 
 flowing , Noun , ପଙ୍ଗାନାଦ୍‌ 
 flute , Noun , ଓଶୋଡ଼ୁ୍‌ 
 flute players , Noun , ଓସୋଡ଼୍‌ 
" fly on goat, a kind of worm ", Noun , ଗରେଁ ପୁଡ଼ିୟ୍‌ 
 fly (insect) , Noun , ଏସି 
 foal foot , Noun , ଟଗର୍‌ ପୁଙ୍ଗାର୍‌ 
 fits , Noun , ଅନଲାଟି 
 sarees , Noun , ସାଡ଼ିଆ 
 hands , Noun , ହାତ 
 Rimala , Noun , ରି ମାଲ୍ଲା 
 Patibhonda , Noun , ପାଟିଭୋଣ୍ଡ 
 fomentation , Noun , ଉତ୍ତେଜନା 
 fondness , Noun , ପଛୟାମି 
 food , Noun , ଖାଦ୍ୟ 
 foot , Noun , ପାଉ 
 foot print , Noun , ପାଦ ଛାପ 
 while , Noun , ପର୍ଯ୍ୟ୍ୟନ୍ତୁ 
 fathers , Noun , ପିତାମହ 
 force , Noun , ନାର୍ଗେ ପୋଲିଶିର୍‌ 
 forcefully throwing , Noun , ଗାଟି 
 forearm , Noun ," କାୟ୍‌, ଡାଣ୍ଡା "
 forefathers , Noun , ପୂର୍ବବଂଶୀ 
 forehead , Noun , ନୁଦୁର୍‌ 
 foreigner , Noun , ପରଦେଶୀ 
 forest , Noun , ବନ୍ଦର 
 forest honey , Noun , ମହୁଆ 
 forgiveness , Noun , କ୍ଷମା 
 forehead , Noun , ଗୁଡୁମ୍‌ 
 fork , Noun , କାଁତି 
 fort , Noun , କିଲା 
 fortune , Noun , ଭାଗ୍ୟ 
 foul tooth , Noun , ଦୁର୍ଦନ୍ତ 
 foundation , Noun , ପାଣ୍ଡ ଞିସାମ୍‌ 
 foundation pillar , Noun, ଗାବା 
 fountain well , Noun , ଏଡ଼ମା 
 fowl , Noun , କୋର୍‌ 
 fragrance , Noun , ପୁଙ୍ଗାନ୍‌ ମେଲ୍‌ ତା 
 freedom , Noun , ନିଜ ଇଷ୍ଟାମ୍‌ ତେ 
 fresh , Noun , କାସ୍‌ 
 Friday , Noun , ଶୁକୁ ଓରାମ୍‌ 
 fried grain , Noun , ପ୍ରିକି 
 friends , Noun , ସାଙ୍ଗୋତ୍ତୋର୍‌ 
 friendship , Noun ," ଜାଭା, ସାର୍କୋ "
 frog , Noun ," ପାଣ୍ଡେ, ପାଣ୍ଡି "
 fruit-stone  , Noun           , ପାଣିନ୍‌ ଟେକା         
 frying pan   , Noun           ," କଡ଼େଇ, କିଲା, କାଡ଼େଲ୍‌   "
 sauce fan   , Noun           ," କଡ଼େଇ, କିଲା, କାଡ଼େଲ୍‌   "
 fulfillment , Noun           ," ସୁମାର୍‌ ଆତ୍‌, ଆତା      "
 full hand shirt , Noun       , ଡାଣ୍ଡା             
 full saree  , Noun           , ଓାଟିତା             
 fullness     , Noun           ," ମାନ୍ଦାନାଦ୍‌ $4,89 "
 garlic       , Noun           ," କର୍‌ ଉଲି, ମାତ୍‌ ଭଲ୍‌, ପାୟା, ଞେଲ୍‌ ଉଲୁପାୟା "
 gas          , Noun           , ଗାଲ୍‌             
 gas trouble  , Noun           ," କା ପସ୍‌, ଆସ୍‌ ମାନ୍ଦାନାଦ୍‌-ଗୁଣ୍ଡି ଡେୱା, ମିନ୍ଦେ, ଦୋଡ଼ା ଆଗୁଁଣ୍ଟେ "
 gate         , Noun           ," ଲୋନ୍‌ ମୁନ୍ନେ, ବେର୍‌ ଫେର୍‌ ମାନ୍ଦାନ୍‌, ଗୁମ୍ମାମ୍‌ "
 gatekeeper   , Noun           ," ଗୁମ୍ମାମ୍‌ ତା ନିଲ୍‌ ସ୍‌, ମାଞ୍ଜ୍‌ କାପ୍‌ ଉଡ଼ାନୋଣ୍ଟ "
 gecko        , Noun           , ଡକେ              
 genealogy    , Noun           ," ଦାଦୋଡ଼୍‌ ପେପୀଡ଼୍‌, ଲୋତା ପେଦେର"
 funeral ceremony , Noun , ଡଲ୍‌ ତା 
 furnace , Noun , କିଶ୍‌ କୁଣ୍ଡା 
 furniture , Noun , ଲୋତା ଇସେ ସାମାନ୍‌ 
 futile , Noun , ମେରେ ଆପୁନାମେ 
 gentle breeze , Noun , ଆଲ୍‌ ଲାଙ୍ଗ୍‌ ଗାଲ୍‌ 
 gentle lady , Noun , ନେମ୍‌ ଲାଦ୍‌ ନାଟାଡ଼୍‌ 
 gentleman , Noun , ନେମ୍‌ ମାନୁଷୁଣ୍ଢ 
 germinate , Noun ," ପୁପେ, ଲେନ୍ତା "
" ghee,curd's ", Noun , ପାଲ୍‌ ନୀୟ୍‌ 
 gherkin , Noun , ଲେନ୍ତା ଦସ୍‌ କାୟା 
 ghost , Noun , ଭୂତ 
 giant , Noun , ରେକସ 
 giddy , Noun , ଉଡ଼ାନାଦ୍‌ 
 gifts , Noun ," କୁସେଲ୍‌ ତେ ମେଲ୍‌ ତା, ସାମାନ୍‌ ଭଦାନାଦ୍‌ "
 ginger , Noun , ଆଲ୍‌ ଲାମ୍‌ 
 giraffe , Noun , ତୁମିର୍‌ ପିଡ଼କା 
 girl , Noun ," ପିକିଡ଼୍‌, ପୀକି "
 ACAI , Noun , କାମ୍‌ ମାଡ଼ାନାଦ୍ 
 glamour , Noun , ରାମ୍ପ 
 glance , Noun , ଗାଜା 
 glass bottle , Noun ," କାୟା, ସୀସା "
" glass, crystal ", Noun , କାଞ୍ଚ 
 gloaming , Noun ," ସିକାଡ଼୍‌, ଇକ୍‌ କାଡ଼୍‌ "
 glory , Noun , ମେଲ୍‌ ତା 
 glutton , Noun , ଗାଦାର୍ ଲି 
 gnat , Noun , ଦୋମେ 
 go ," Verb, Noun ", ଆନ୍‌ ଆନ୍ଦାନାଦ୍‌ 
 injo , Noun , କାମ୍‌ ମାଡ଼ାନାଦ୍‌ 
 goat bleats  , Noun           , ମେକା କେଇତା 
 goblet       , Noun           , କପ୍‌ 
 God          , Noun           ," ପାରାମେଶର୍‌, ବାଗାଓୱା ନ୍‌ "
 Godavari river , Noun         , ଗୋଦାର୍‌ 
 goddess      , Noun           , ଦେୱତା 
 goddess temple , Noun         , ଗାମାମ୍‌ 
 going        , Noun           ," ଦାୟାନାଦ୍‌, ଆନ୍ଦାନାଦ୍‌ "
 gold         , Noun           , ବାଙ୍ଗାରାମ୍‌ 
 goldsmith    , Noun           ," ସୋନେରି, ଗୋଲୁମ୍‌, ସାରାବ୍‌, କାଣ୍‌ ସାଲ୍‌, ଏଣ୍ଡ, ସୋନାରୀ "
 fruit , Noun , ଫଳ 
 path , Noun , ପଥ 
 goose , Noun , ହଂସ 
 gospel , Noun , ଇଂଜିଲ 
 gourd , Noun , ଲାଉ 
 government , Noun , ସରକାର 
 officer , Noun , କର୍ମଚାରୀ 
 worker , Noun , ଶ୍ରମିକ 
 governor , Noun , ରାଜ୍ୟପାଳ 
 him , Pronoun , ତାଙ୍କ 
 grace , Noun , ଦଯା 
 grains , Noun , ଅନାଜ 
 grand children , Noun , ନାତିଆ 
 grand daughter , Noun , ପୌତ୍ରି 
 son's daughter , Noun , ସୁତେଇ ପୌତ୍ରି 
" CAMM, FIG           ", Noun           ," ମାଲ୍‌,ମାନ୍‌ ମାରାଲ୍‌ "
 grapes fruits       , Noun           , ଅଙ୍ଗୂର 
 grapes juice        , Noun           , ଅଙ୍ଗୂର ରସ 
 greasiness , Noun , ବିଦାର୍‌ ମିନ୍ଦେ 
 great bear , Noun , କାଟୁଲ୍‌ ଭକ୍‌ କାକ୍‌ 
 great man , Noun , ମେନ୍ତାମାଣୁସୁଣ୍ଠ 
 greatness , Noun , ମେଲ୍‌ ତା 
 greediness , Noun , ଗାଦେମ୍‌ ଆସା 
 green , Noun , ପାଛାଙ୍ଗ୍‌ 
 green coconut , Noun , ପାଚ୍‌ ଚି 
 green fruit , Noun , ପାଚ୍‌ ଚି କାୟା 
 green gram , Noun , ପେସିଲି 
 green jack , Noun , ପାଣ୍‌ ସ୍‌ ପେଣ୍ଡ କ୍‌ 
 greens , Noun ," କୁଚିର୍‌, ଦୋଗେଲ୍‌ "
" grey, white hair ", Noun , କେଲ୍‌ କୁ ରାଗ୍‌ ପାଣ୍ଟ ତା କେଲ୍‌ କ୍‌ 
" grief, sorrow ", Noun , ଦୁକ୍‌ କାମ୍‌ 
 grievance , Noun , ତ୍ତର୍‌ 
 grieve , Noun , ଦୁକାମ୍‌ ମାଡ଼ାନାଦ୍‌ 
 grinder , Noun ," ଜାରା, କାଲ୍‌-ପିରି, ପେଶିଲି "
 grinding curry-stuff , Noun ," କାରାମ୍‌, ନୂରାନାଦ୍‌, ଜାତା କାଲ୍‌ "
 grinding stone for curry-stuff , Noun ," କାମ୍‌ କାଲ୍‌, ପାସ୍‌ ପ୍‌ "
 CAA , Noun , କାରାମ୍‌ 
 curry-stuff , Noun , କାରାମ୍‌ 
 grinding , Noun , କାରାମ୍‌ 
 grinding , Noun ," କାମ୍‌ କା କାଲ୍‌, ପାସ୍‌ ପ୍‌ "
 grinding stone , Noun ," କାମ୍‌ କା କାଲ୍‌, ପାସ୍‌ ପ୍‌ "
 grindstone , Noun , ଗର୍‌ କାଲ୍‌ 
 griping pain , Noun ," ପିଭ୍ତାନାଦ୍‌, ପିଜ ମିନ୍ଦେ "
 gripper , Noun , ଡକା(ଡଙ୍କା) କାଚାନାଦ୍‌ 
 grocery shop man , Noun , ନୁଙ୍କା 
 habit , Noun , ରୋଜିନ୍‌ ଆଲ୍‌ ଓଟ୍‌ 
 hailstone , Noun ," ଆଜୁରଗାଡା, ଆଦୁରଗାଡା, ଆଦୁର୍କ୍‌ "
 hair , Noun , କେଲକ୍‌ 
 hair do , Noun , କୂପ୍‌ ପାର୍‌ 
 hair of the body , Noun , ରୋମା 
 hair of witchdoctor , Noun , ଜାଟ୍‌ 
 group , Noun ," ଡ଼ଟ୍‌, ମାନ୍ଦା ମାନ୍ଦା, ନାରୂର୍‌ "
 grow long stretched out teeth , Noun , ପାଲ୍‌ ପେୟ୍‌ ତିତ୍‌ 
 grumble , Noun ," ବୁଙ୍କୁର୍‌, କିସ୍‌, କାସ୍‌ କେଭାନାଦ୍‌ "
 grunt , Noun ," ପାଦି, କାଡ଼୍‌ କେୟାନାଦ୍‌ "
 guardian , Noun ," ବାତ୍‌, କିସାନୋଡ଼, ପୋର୍‌ ପାନୋର୍‌, ଲି, ଜାଡେଲ୍‌, କୂକ୍‌ କୋଡ଼୍‌ "
 hallow pod of the sponge gourd , Noun , ବୁର୍କା 
 hand , Noun , କାୟ୍‌ 
 guava , Noun , ଲାଙ୍କା ଜେମ୍‌ ମା 
 guava tree , Noun , ଜାମା ମାଡ଼ା 
 guest vessel , Noun , ଚୁଟୁମିର୍‌ 
 guitar , Noun ," କୀଙ୍କୋର୍‌, କୀଙ୍କୀର୍‌ "
 gum , Noun ," ପାଲ୍‌ ଦ୍‌ ଅଓ୍‌, ଆଙ୍ଗ୍‌ "
 gum from tree , Noun , ଏଞେର୍‌ 
 gun , Noun , ତୁପାୟ୍‌ 
 hand full , Noun , ପିଡ଼କେଡ଼୍‌ ମୁଟେଡ଼ 
 handcuffs , Noun , ଲେମ୍‌ 
 handicapped , Noun , କୁଟାଲ୍‌- କୁଟଲ୍‌ 
 handicraft , Noun , କାୟ୍‌ କିନେ ମାଡ଼ାନ୍‌ ସାମାନ୍‌ 
 hardware     , Noun           ," ଇକ୍ଲେମ୍‌ ତା, ଇ ନିମ୍‌, ସାମାନ୍‌ "
 harm         , Noun           ," ତିପାଲ୍‌, ନାଷ୍ଟାମ୍‌, କ୍ଷତି "
 harmonium    , Noun           , ପୀଙ୍ଗ୍‌ 
 harmony      , Noun           , କେଙ୍ଗ କାଲିୟାନାଦ୍‌ 
 hatchet      , Noun           ," ଟେଙ୍ଗା, ଟାଙ୍ଗିଆ "
 hay          , Noun           , ସାତ୍‌ ତି ମାନ୍ଦାନ୍‌ 
