English Word,Part of Speech,Odia Translation
 gaze         , Noun           , AIG କି ଉଡ଼ୋମିନ୍ଦେ        
 gecko        , Noun           , ଡକେ              
 genealogy    , Noun           ," ଦାଦୋଡ଼୍‌ ପେପୀଡ଼୍‌, ଲୋତା ପେଦେର"
 funeral ceremony , Noun , ଡଲ୍‌ ତା 
 furnace , Noun , କିଶ୍‌ କୁଣ୍ଡା 
 furniture , Noun , ଲୋତା ଇସେ ସାମାନ୍‌ 
 further , Adverb , ମେଣ୍ତେ 
 futile , Noun , ମେରେ ଆପୁନାମେ 
 future , Adjective , କାଲାମ୍‌ ନାରୁଶ୍ତ 
 gentle , Noun ," ମେଲ୍‌ ତା, ସାୟା GEIR "
 gentle breeze , Noun , ଆଲ୍‌ ଲାଙ୍ଗ୍‌ ଗାଲ୍‌ 
 gentle lady , Noun , ନେମ୍‌ ଲାଦ୍‌ ନାଟାଡ଼୍‌ 
 gentleman , Noun , ନେମ୍‌ ମାନୁଷୁଣ୍ଢ 
 genuine , Adjective ," ମେଲ୍‌ ତା, ସାୟ୍‌ "
 germinate , Noun ," ପୁପେ, ଲେନ୍ତା "
 get , Verb ," ଦରକିତାନ୍ଡାନ, ଏ୬ାନାଦ୍‌ "
 get energy , Verb ," ମିନ୍ଦାନ, ଭସାର୍‌ @q "
 get ahead , Verb ," ମୁନେ, ଆନ୍ଦାନାଦ୍‌ ଆନ୍ଦାନାଦ୍‌ "
" get at, reach ", Verb , ଏୱ୍‌ ତାନାଦ୍‌ 
 get away , Verb , ମାଲ୍‌ ସି ଆନ୍ଦାନାଦ୍‌ 
 get caught , Verb , ଇର୍କି ମାଭା 
 get down , Verb , ଡିଗାନାଦ୍‌ 
 get in , Verb , ଲୋପାଲ୍‌ ଗେବମିନ୍ଦର୍‌(ଗଡ଼୍‌) 
,,
 a , Adjective&Article , ଅରୋଟ୍‌ 
 accordingly , Adverb , ଆଦିଙ୍କ୍‌ ଲେକେ ଆଦାନାଦ୍‌ 
 get into , Verb ," ନେଙ୍ଗାନାଦ୍‌, ନିଗାନାଦ୍‌ "
 get loosened by itself , Verb , ଲେୟ୍‌ ମ୍‌ 
 get on , Verb ," ମେଲ୍‌ ତା, ସାୟ୍‌ ପାଡ଼ିୟ୍‌, ଆଦାନାଦ୍‌ "
 get out , Verb , ତୋଲାନାଦ୍‌ 
 get over , Verb , ଡାଣ୍ଟୀନାଦ୍‌ 
 get ready , Verb ," ତାଲା ଇଢ୍‌ ଶିଆରା, କାଦାଲିସାରା "
 get stuck , Adjective , ଆଙ୍ଗମିନ୍ଦେ 
 get the goose flesh , Noun ," ରୋମା ଆଭା, AS ଚୁମ୍‌ ଆଭା "
" get to,reach ", Verb , ଏଓ୍‌ ତାନାଦ୍‌ 
 get together , Verb ," ଗୂଡ଼ାନାଦ୍‌, ପାରିତା "
 getup , Verb ," ଭଶ୍‌ BIE ତା କୁଞ୍ି, ତେଦାନାଦ୍‌ "
 ghastly , Adverb , ବାୟାମାଲାମ୍‌ ତେ 
" ghee,curd's ", Noun , ପାଲ୍‌ ନୀୟ୍‌ 
 gherkin , Noun , ଲେନ୍ତା ଦସ୍‌ କାୟା 
 ghost , Noun , ଭୂତ 
 giant , Noun , ରେକସ 
 giddy , Noun , ଉଡ଼ାନାଦ୍‌ 
 gifts , Noun ," କୁସେଲ୍‌ ତେ ମେଲ୍‌ ତା, ସାମାନ୍‌ ଭଦାନାଦ୍‌ "
 ginger , Noun , ଆଲ୍‌ ଲାମ୍‌ 
 giraffe , Noun , ତୁମିର୍‌ ପିଡ଼କା 
 girl , Noun ," ପିକିଡ଼୍‌, ପୀକି "
 girls sing song , Verb ," ପୀକି ପାଟା, ପାରିତା "
 give , Verb ," ଭମ୍‌, ଭଦାନାଦ୍‌ "
 give away , Verb , ଏ
 ACAI , Noun , କାମ୍‌ ମାଡ଼ାନାଦ୍ 
 accordingly , Adverb , ଆଦିଙ୍କ୍‌ ଲେକେ 
 give up , Verb , ତୋପିସାନାଦ୍‌ 
 gladden by touch , Verb , ପ୍‌ 
 glamour , Noun , ରାମ୍ପ 
 glance , Noun , ଗାଜା 
 glass bottle , Noun ," କାୟା, ସୀସା "
" glass, crystal ", Noun , କାଞ୍ଚ 
 glittering , Adjective , ଜାଗ୍‌ 
 gloaming , Noun ," ସିକାଡ଼୍‌, ଇକ୍‌ କାଡ଼୍‌ "
 gloomy , Adjective , କାମ୍‌ ମୁର୍ରୁମ୍‌ 
 glory , Noun , ମେଲ୍‌ ତା 
 glorious , Adjective , ଗାଟ୍‌ ଟି ମେଲ୍‌ ତାଦ୍‌ 
 glorify , Verb , ମେଲ୍‌ ତାଦ୍‌ 
 glutton , Noun , ଗାଦାର୍ ଲି 
 gnashing of teeth , Verb , ଆଲାମ୍‌ କାନାଦ୍‌ 
 gnat , Noun , ଦୋମେ 
 go ," Verb, Noun ", ଆନ୍‌ ଆନ୍ଦାନାଦ୍‌ 
 goa side , Verb , ପାନାତ୍‌ 
 go after , Verb , ମାଟା ପେର୍କେ ଆନ୍ଦାନାଦ୍‌ 
 go as a side , Adverb , ଏରିଆଦାନାଦ୍‌ 
 go away , Verb , ମିର୍ରାନାଦ୍‌ 
 goby , Verb , ଲେକାମେ ପାଡ଼ିୟ୍‌ 
 injo , Noun , କାମ୍‌ ମାଡ଼ାନାଦ୍‌ 
 go down      , Verb           ," ରେଟ୍‌ SIG ଓାଁ, କାମ୍‌ ଆଦାନାଦ୍‌ "
 go fast      , Verb           ," ଜାପେ, ଜାପେ ଆନୁଟୁ "
 goon         , N/A            , ୮୮୮. ନାଡ଼୍‌ ପିସାନାଦ୍‌ 
 go out       , Verb           , dQ ତାନାଦ୍‌ 
 go through   , Verb           , AI ଉଡ଼ାନାଦ୍‌ 
 go through the eye of needle , Verb , FR ଗାଡ଼ୂ AIR 
 goup         , N/A            ," ୮୮୮୮. ରେଟ୍‌ ଏକ୍‌ ଓା ଆଦାନାଦ୍, ପେର୍ଗି ଆନ୍ଦାନାଦ୍‌ "
 goat bleats  , Noun           , ମେକା କେଇତା 
 goblet       , Noun           , କପ୍‌ 
 God          , Noun           ," ପାରାମେଶର୍‌, ବାଗାଓୱା ନ୍‌ "
 Godavari river , Noun         , ଗୋଦାର୍‌ 
 goddess      , Noun           , ଦେୱତା 
 goddess temple , Noun         , ଗାମାମ୍‌ 
 godless      , Adjective      , AG F1QQ 
 godly        , Adjective      , GIF ତେ ମାନ୍ଦାନୋଣ୍ଡ 
 going        , Noun           ," ଦାୟାନାଦ୍‌, ଆନ୍ଦାନାଦ୍‌ "
 gold         , Noun           , ବାଙ୍ଗାରାମ୍‌ 
 golden eagle , Noun           , de ଲା ପିଟି 
" golden oriole,mango bird ", Noun , ଓଁଙ୍କା Ale 
 goldsmith    , Noun           ," ସୋନେରି, ଗୋଲୁମ୍‌, ସାରାବ୍‌, କାଣ୍‌ ସାଲ୍‌, ଏଣ୍ଡ, ସୋନାରୀ "
 gone away    , Verb           , ଦେଙ୍ଗ ଆନ୍ଦାନାଦ୍‌ 
 gone         , Adjective      , ଦେଙ୍କ୍‌ ଆଭୋଣୁ 
 gong bell    , Noun           , al 
" good bye, fare well ", Interjection ," ଦାୟୁଟ୍‌, ଆଲେ ଆଞ୍ଜୋମିନ୍ଦାନ୍‌, ଦାୟ୍‌ ଦାୟ୍‌ "
 good , Adjective ," ନାଲ୍ଲୋଡ଼ାଦ୍‌-ଆର୍‌, ମେଲ୍‌ ତା ଆର୍‌, AIR ଚି, ମେଲ୍‌ ତା, ନାଲ୍ଲା, ସାୟା "
 fruit , Noun , ଫଳ 
 yielded , Verb , ଉତ୍ପାଦିତ ହୋଇଥିବା 
 accordingly , Adverb , ଆଦିଙ୍କ୍‌ ଲେକେ 
 path , Noun , ପଥ 
 goose , Noun , ହଂସ 
 gospel , Noun , ଇଂଜିଲ 
 gossip , Verb , ଗପ୍ପ କର-ଅନ୍ତର୍ବେଦନା କର-ଚାଟା କର 
 wet , Verb , ଭିଜିବା 
 gourd , Noun , ଲାଉ 
 government , Noun , ସରକାର 
 officer , Noun , କର୍ମଚାରୀ 
 worker , Noun , ଶ୍ରମିକ 
 governor , Noun , ରାଜ୍ୟପାଳ 
 grabbed , Verb , ହେଲା ପକଡ଼ିବା 
 choke , Verb , ବାଧା ଦେବା 
 him , Pronoun , ତାଙ୍କ 
 gracious , Adjective , ସଜାଳି 
 grace , Noun , ଦଯା 
 gradual , Adjective , କ୍ରମଶଃ କମି ହୋଇଯାଏ 
 sinking , Verb , ଡୁବି ଗେଲି 
 grains , Noun , ଅନାଜ 
 grand children , Noun , ନାତିଆ 
 grand daughter , Noun , ପୌତ୍ରି 
 son's daughter , Noun , ସୁତେଇ ପୌତ୍ରି 
" CAMM, FIG           ", Noun           ," ମାଲ୍‌,ମାନ୍‌ ମାରାଲ୍‌ "
 ମାନ୍‌ ମାୟାଡ଼        , Noun           ," grand father, father s father "
 ଦାଦା               , Noun           ," grand father, mother s father "
 ତାତାଲ୍‌            , Noun           ," grand mother,(mother's mother) "
 କାକ୍‌ କୋ           , Noun           , grand mother(father's mother) 
 alal                , Noun           , grand son daughter's son 
 ମାନ୍‌ ମାଲ୍‌         , Noun           , grand son son's son 
 ତାମୁଣ୍ଡ            , Noun           , grandeur 
 ଜିଗ୍‌ ଜାଗ୍‌         , Noun           , grant 
 ସାରି ଇଞ୍ଜୋ ଅପ୍‌ ପାନାଦ୍‌ , Noun           , grantee 
 ଡାପ୍‌ କ୍‌ ତିସୁକୁଟେ      , Noun           , grantee 
 grapes fruits       , Noun           , ଅଙ୍ଗୂର 
 grapes juice        , Noun           , ଅଙ୍ଗୂର ରସ 
" ରଣ୍ଡା,ର ଟା,ଗାଡ୍‌, ସୋପ୍‌ ପା   ", Noun           , grass 
 ଗାଡ୍‌ AIR ବୂମ୍‌   , Noun           , grass of the field 
 କର ଉଛି            , Noun           , grass with prickly seeds 
" ସାନ୍ଦାନାଲ୍‌,ଦାନ୍ଯୱାଦ୍‌, ନାମାଶ୍‌ କାରାମ୍‌,ମଡ଼ୂକାନାଦ୍‌ ", Noun , gratitude 
" ଞିଶ୍‌ କ୍‌ ,ଗୋଲ୍‌    ", Noun           , grave 
 ମରୁମ୍‌ AGM         , Noun           , gravel 
 ମେୟ୍‌ ସାନାଦ୍‌        , Verb           , graze 
" ଏଲ୍‌ କା,,ବାୟ୍‌     ", Noun           , grazing field 
 greasiness , Noun , ବିଦାର୍‌ ମିନ୍ଦେ 
 great , Adjective , ବାଡ଼ିୟା 
 great bear , Noun , କାଟୁଲ୍‌ ଭକ୍‌ କାକ୍‌ 
 great man , Noun , ମେନ୍ତାମାଣୁସୁଣ୍ଠ 
 greatness , Noun , ମେଲ୍‌ ତା 
 greediness , Noun , ଗାଦେମ୍‌ ଆସା 
 green , Noun , ପାଛାଙ୍ଗ୍‌ 
 green coconut , Noun , ପାଚ୍‌ ଚି 
 green fruit , Noun , ପାଚ୍‌ ଚି କାୟା 
 green gram , Noun , ପେସିଲି 
 green jack , Noun , ପାଣ୍‌ ସ୍‌ ପେଣ୍ଡ କ୍‌ 
 greens , Noun ," କୁଚିର୍‌, ଦୋଗେଲ୍‌ "
 greet with folded hands , Verb ," ସାନ୍ଦାନାଲ୍‌, ନମାସ୍କାରାମ୍‌ "
" grey, white hair ", Noun , କେଲ୍‌ କୁ ରାଗ୍‌ ପାଣ୍ଟ ତା କେଲ୍‌ କ୍‌ 
" grief, sorrow ", Noun , ଦୁକ୍‌ କାମ୍‌ 
 grievance , Noun , ତ୍ତର୍‌ 
 grieve , Noun , ଦୁକାମ୍‌ ମାଡ଼ାନାଦ୍‌ 
 grievous , Adjective , ଯାର୍ ଆର୍ବ୍ 
 grind pulses , Verb , ରାନାଦ୍‌ 
 grinder , Noun ," ଜାରା, କାଲ୍‌-ପିରି, ପେଶିଲି "
 grinding curry-stuff , Noun ," କାରାମ୍‌, ନୂରାନାଦ୍‌, ଜାତା କାଲ୍‌ "
 grinding stone for curry-stuff , Noun ," କାମ୍‌ କାଲ୍‌, ପାସ୍‌ ପ୍‌ "
 accordingly , Adverb , ଆଦିଙ୍କ୍‌ ଲେକେ 
 CAA , Noun , କାରାମ୍‌ 
 curry-stuff , Noun , କାରାମ୍‌ 
 grinding , Noun , କାରାମ୍‌ 
 grinding , Noun ," କାମ୍‌ କା କାଲ୍‌, ପାସ୍‌ ପ୍‌ "
 grinding stone , Noun ," କାମ୍‌ କା କାଲ୍‌, ପାସ୍‌ ପ୍‌ "
 grindstone , Noun , ଗର୍‌ କାଲ୍‌ 
 griping pain , Noun ," ପିଭ୍ତାନାଦ୍‌, ପିଜ ମିନ୍ଦେ "
 gripper , Noun , ଡକା(ଡଙ୍କା) କାଚାନାଦ୍‌ 
 grocery shop man , Noun , ନୁଙ୍କା 
 habit , Noun , ରୋଜିନ୍‌ ଆଲ୍‌ ଓଟ୍‌ 
 had come , Verb , ୱାସ୍‌ ମାତ୍‌ ତର୍‌ 
 hail , Interjection , ଜେୟ୍‌ ERA 
 hailstone , Noun ," ଆଜୁରଗାଡା, ଆଦୁରଗାଡା, ଆଦୁର୍କ୍‌ "
 hair , Noun , କେଲକ୍‌ 
 hair become grey , Intransitive verb , କେଲ୍‌ କ୍‌ Al ତା 
 hair do , Noun , କୂପ୍‌ ପାର୍‌ 
 hair lengthened , Adjective ," କେଲ୍‌ କ୍‌ ଜାରିଭା, FAN "
 hair loosened , Adjective ," କେଲ୍‌ କ୍‌ ଆାଭାନାଙ୍କୁ Q ପାନାଦ୍‌, କେଲ୍‌ "
 hair not combed , Verb , କେଲ୍‌ କ୍‌ 
 hair of the body , Noun , ରୋମା 
 hair of witchdoctor , Noun , ଜାଟ୍‌ 
 groundnut , Noun , ଞେର୍‌ ସେଲ୍‌ EI 
 group , Noun ," ଡ଼ଟ୍‌, ମାନ୍ଦା ମାନ୍ଦା, ନାରୂର୍‌ "
 grove , Verb ," କାନାଦ୍୍‌, ପୁରୁସ୍କୃଡ଼ାନାଦ୍‌ "
 grow , Verb ," ପେର୍ସାନାଦ୍‌, ବେଢ଼ିୟା, ଆଦାନାଦ୍‌ "
 grow long stretched out teeth , Noun , ପାଲ୍‌ ପେୟ୍‌ ତିତ୍‌ 
 grumble , Noun ," ବୁଙ୍କୁର୍‌, କିସ୍‌, କାସ୍‌ କେଭାନାଦ୍‌ "
 grunt , Noun ," ପାଦି, କାଡ଼୍‌ କେୟାନାଦ୍‌ "
 guardian , Noun ," ବାତ୍‌, କିସାନୋଡ଼, ପୋର୍‌ ପାନୋର୍‌, ଲି, ଜାଡେଲ୍‌, କୂକ୍‌ କୋଡ଼୍‌ "
 hairdo , Adjective ," ପୟ୍‌ ସି ମିନ୍ଦେ, ଜାଟ୍‌ ଲି, ଭା, କେଲ୍‌ କ୍‌ ଏଁରୋ-ଗାଟ୍ଟି, ଭା "
 hairy , Adjective ," ପୟ୍‌ ସି ମିନ୍ଦେ, ଜାଟ୍‌ ଲି, ଭା, କେଲ୍‌ କ୍‌ ଏଁରୋ-ଗାଟ୍ଟି, ଭା "
 hairpin , Noun , ସେମ୍‌ AIR 
 half an hour , Noun ," ଆର୍‌, ଦୁଡା, ଗା.ଣ୍ଟା, ଆଦା el -ଆରା ଗାଣ୍ଡା "
 half Kg , Noun ," ଆର୍‌ କେଜ୍‌, ଦୁଡା, କେଜ୍‌, ଆଦା 6a "
 hallow , Verb ," ମୁ, AGG! AQ "
 hallow pod of the sponge gourd , Noun , ବୁର୍କା 
 hammer , Adjective , YSAl-Ga 
 hammering , Verb , କଟ୍ଟାନାଦ୍‌ 
 hand , Noun , କାୟ୍‌ 
 guava , Noun , ଲାଙ୍କା ଜେମ୍‌ ମା 
 guava tree , Noun , ଜାମା ମାଡ଼ା 
 guest vessel , Noun , ଚୁଟୁମିର୍‌ 
 guitar , Noun ," କୀଙ୍କୋର୍‌, କୀଙ୍କୀର୍‌ "
 gum , Noun ," ପାଲ୍‌ ଦ୍‌ ଅଓ୍‌, ଆଙ୍ଗ୍‌ "
 gum from tree , Noun , ଏଞେର୍‌ 
 gun , Noun , ତୁପାୟ୍‌ 
 hand on , Verb , ଦେ AGIFIE 
 hand full , Noun , ପିଡ଼କେଡ଼୍‌ ମୁଟେଡ଼ 
 hand over , Verb , ଅପିଭଦାନାଦ୍‌ 
 handcuffs , Noun , ଲେମ୍‌ 
 handicapped , Noun , କୁଟାଲ୍‌- କୁଟଲ୍‌ 
 handicraft , Noun , କାୟ୍‌ କିନେ ମାଡ଼ାନ୍‌ ସାମାନ୍‌ 
 handle , Noun ," କୋଲା, ସାତ୍‌ GIAl "
 hands down , Verb ," କାଇକ୍‌ ନେଲ୍‌, ଓାଟାନାଦ୍‌ "
" hands up, raise hands ", Verb , କାୟ୍‌ ତେଦାନାଦ୍‌ 
 handsome , Adjective ," ସୋକ୍‌ ମାନ୍ଦାନ୍‌, ନାରୂଣ୍ଡ "
 hang , Verb ," ସିଂ, ଞେମ୍‌, ପରା ଞେଡ଼ ସିଂ ମ୍‌ "
 hang up shirt , Verb , କୁସାମ୍‌ ଞେମ୍‌ 
,,
,,
,,
,,
,,
 hardware     , Noun           ," ଇକ୍ଲେମ୍‌ ତା, ଇ ନିମ୍‌, ସାମାନ୍‌ "
 harm         , Noun           ," ତିପାଲ୍‌, ନାଷ୍ଟାମ୍‌, କ୍ଷତି "
 harmonium    , Noun           , ପୀଙ୍ଗ୍‌ 
 harmony      , Noun           , କେଙ୍ଗ କାଲିୟାନାଦ୍‌ 
 hatchet      , Noun           ," ଟେଙ୍ଗା, ଟାଙ୍ଗିଆ "
 hay          , Noun           , ସାତ୍‌ ତି ମାନ୍ଦାନ୍‌ 
 hay stack    , Noun           , ଗାଡ଼ ଲୋନ୍‌ 
 he           , Pronoun        ," ଉଣ୍ତ, ଓଣ୍ତୁ "
 he goat      , Noun           ," ପୋତ୍‌ ତୁ ମେକ୍‌, କା, ପୋକ୍‌ GF ମେକ୍‌ କା "
 he had gone market , Verb , ଆଟ୍‌ -ସାନ୍ତା AB ମାଭଣ୍ତ 
 he has been promoted , Verb ," ପରଟ୍‌ କ୍ଲାସ୍‌ ତାଗ୍‌, ତେଦାନାଦ୍‌ "
 he is giving , Verb , QVAGS 
" haste,hurry ", Noun , ଦାନ୍ଦା ପୟ୍‌ ସି 
 having seen , Verb , AG 
 having slept , Noun ," ଉନ୍‌ ଜି, ଉନ୍‌ ଶ୍ଵସୁକ୍‌, Clg se "
 having told , Adjective , କେତାନ୍‌ AG 
 harvest festival , Noun ," ତାଣ୍ଡୁମ୍‌, @@ ତା "
 harvesting , Noun ," ଆାଞ୍ଜି କୋୟ୍‌, ତାନାଦ୍‌ "
 hatred , Noun ," ପେର୍ଲାନାଦ୍‌, ଆଦାନାଦ୍‌, କୋପାମ୍‌, ଛାଡି, SIME, ଞିରୋଦାମ୍‌ "
 he , Pronoun , @Y 
 he(far) , Pronoun , @Y 
 he(near) , Pronoun , XY 
 he is playing , Verb , ସ୍ 
 he lift me up , Verb , ତେସ୍ ଇତ୍ OY 
 he plays , Verb , କାର୍ସିତଣ୍ଡ 
 he 8୦୦୫ , Verb , ASCAID 
 he told , Verb , କେତଣ୍ଡ 
 he took(it) , Verb , ଓଭର୍‌ 
 he was saved , Verb , ଗେଲ୍‌ ସ୍‌ CY 
 he went , Verb , ଆଉଣ୍ଡ 
 he will take it , Verb , GAQ 
 head , Noun , ତାଲ୍ଲା 
 head man of village , Noun , ବେଢ଼ିୟା ରାହିତ 
 head pad , Noun , ଉମାର୍‌ 
 headache , Noun , ତାଲା ଏତାନାଦ୍‌ 
 headlong fall down , Adverb , କାପ୍‌ 
 head-skull brain-pan , Noun ," ତାଲାକାୟ୍‌, ମେଦ୍‌ ଦର୍‌ "
 heap of sweepings , Adjective , ତଗ୍‌ ଗୁ ତଶ୍‌ 
" heap, heap of stones ", Noun ," ଦିବା, କାଲ୍‌ କିନ୍‌ ଦିବା "
 hear , Verb , କେଞ୍ଜାନାଦ୍‌ 
 hearing , Noun ," କେଞ୍ଜାନ୍‌ AB, Ale "
 heart , Noun ," ମାରି କାୟା, ଗୁଣ୍ତେ "
 heart beat , Noun , ଗୁଣି ଡାକ୍‌ ଡାକ୍‌ ଆସମିନ୍ଦେ 
 heart disease , Noun ," ନପ୍‌, ଜୀୱାମ୍‌ ତା ନେଶ୍‌ "
" heart, mind ", Noun , ହୃଦୟ 
 heartburn , Verb , ମାଣ୍ଡୋମିନ୍ଦେ 
 hearty laugh , Noun , ସାୟ୍‌ 
 heat , Noun , ସେର୍‌ 
 heat boil , Noun ," ବାମ୍‌ ବଗ୍‌ ଗା, ବଣ୍ଠିୟା "
 heat of the sun , Noun , ଏଦ୍‌ 
 heat the water , Verb , ଏର୍‌ କାପା 
 heaven , Noun ," ପରା, ମାବ୍‌, ସ୍ବାର୍ଗାମ୍‌ "
 heaven( opened) , Noun , ମାବ୍‌ ବାଙ୍ଗ୍‌ ମିନ୍ଦେ 
 heavenly bodies , Noun , ଲିଙ୍ଗ 
 heavenly body to rise , Intransitive verb , ପେତାନାଦ୍‌ 
 heavy , Adjective , ଭାରି 
 hedge , Noun , ଆଡାମ୍‌ 
 heel , Noun , ମାଡ଼ମେ 
 height , Noun , ଡେଙ୍ଗା 
" height, tall ", Adjective , ଡେଙ୍ଗା 
 hell , Noun ," କିଶ୍‌ କୁଣ୍ଡା, ନାର୍କାମ୍‌ "
 hen , Noun , ପେଟା କର୍‌ 
" hence, from here ", Adverb ," ଇଗ୍‌ ଗା, ନୁଞ୍ଜିକକୁଞ୍ଚି "
 henceforth , Adverb , ଅବସରେ 
 her , Pronoun , ତାଙ୍କ 
 her self , Pronoun , ଆପଣ 
 here , Adverb ," ଇଗେ, ଏଠାରେ "
 here and there , Adverb ," ଆଗେ, ଏକ ଦୁଇ ଠରୁ "
 here with , Adverb , ଏଥିରେ 
 hereafter    , Adverb         , ଇଦିନ୍‌ ପେର୍କେ           
 hereby       , Adverb         , ଇଦିନ୍‌                   
 herein       , Adverb         , AER ନାତୃମେ              
 hereto       , Adverb         , ଇଙ୍କାଦାଙ୍କ୍‌             
 hereupon     , Adverb         , RGR ପରେ                  
 hero         , Noun           ," ସୋକ୍‌ ବାଲାମ୍‌, ସୋକ୍‌ ସୋକ୍‌   "
 heroine      , Noun           , ସୋକ୍‌ ମାନ୍ଦାନ୍‌ ନାଟ୍‌ GI 
 heroism      , Noun           ," ସାତ୍‌ ଓମ୍‌, ସାକି         "
 heron        , Noun           , କୋଙ୍ଗା                  
 hesitation   , Noun           ," AVL, AUA, GER, ଓଟ୍ଟିଭୋର୍‌  "
 hibiscus     , Noun           , ମାନ୍ଦାର ପୂର୍ଗାର୍‌          
 hiccup       , Noun           , ଉଟ୍‌ କ୍‌ CAI              
 hidden       , Verb           , ମିଞ୍ଜାନାଦ୍‌              
 hieratic grass , Noun         , Jal                
 high status  , Noun           ," ବେଡ଼ିୟା AGA, ତା ମାନ୍ଦାନୋର୍‌ "
" high, lofty  ", Adjective      ," ବାରା, ବେଡ଼ିୟା, .4/7/?× "
 higher education , Adjective , ବେଢ଼ିୟା ସାଦ୍‌ G           
 highway robber , Noun        , କାୟ୍‌                 
 hill         , Noun           , ଗୁବାଲ                   
 him          , Pronoun        ," କିଙ୍କ୍‌, ଉଙ୍କ୍‌, QQ, SRA "
 himself      , Pronoun        , ଉଣେ ଆସ୍‌                 
 hind         , Noun           , ଡାଡା ଗରି               
 hinder       , Noun           , ଆଡାମ୍‌ ଓଟ୍ଟାନୋଣ୍ଡ             
 hippopotamus , Noun           , ଏବାରା                  
 hire         , Verb            ," ଆଦ୍‌ ତିସାନଦ୍‌, ବଡ଼ା        "
 his          , Pronoun         ," ଇନାଦ୍‌, ଉନାଦ୍‌              "
 hissing      , Noun            , ଓାସିତ୍‌                    
 hit          , Verb            , ତାନାନାଦ୍‌                   
 hit          , Verb            , ଦାଗଲ୍‌ ମିନ୍ଦେ               
 hive         , Noun            , GAGA ଲୋନ୍‌                 
 hoard        , Noun            , ଗୁଡୁପ୍‌ ତା ସମ୍‌            
 hoisting     , Verb            , ଜାଣା ପାର୍‌ ତିସାନାଦ୍‌        
 hold         , Verb            , AQ ତାନାଦ୍‌ GIGI           
 hold         , Verb            , ଦୂରାମ୍‌ ମାଡ଼ାନାଦ୍‌         
 hold out     , Verb            , ଏଦୁରେ AA ତାନାଦ୍‌ NIGER AD GIGI 
 hold tightly , Adjective       , ଗାଟିଙ୍ଗ(ଟେଙ୍ଗ) ପୟ୍‌ ସମିନ୍ଦେ     
 hold up      , Verb            , ତେସ୍‌ AQ ତାନାଦ୍‌            
 hole         , Noun            ," ବୋକ୍କ, ବ ଛା              "
 hole and corner , Adjective   , ଇର୍ତାନାଦ୍‌                
 hole of tree , Noun            ," ଦର୍ରାତା, ବଚଛା             "
 holidays     , Noun            , ଚୁଟି ରୋଜ୍‌                
 hollow       , Noun            ," ପୋନ୍‌ ଦେ, ଦରା             "
 holster      , Noun            , ତଲ୍‌ କା ସାନ୍‌ ସ୍‌          
 holy basil   , Noun            ," ଦୁଲୋସ୍‌ ଏଟୁ, ପଦାଲା         "
 holy spirit  , Noun            ," ପାଞତ୍ରା ସୁବ୍ରାଙ୍ଗ୍‌, ଆତ୍ମା  "
 holy/holiness , Adjective      ," AIGGI, AGI ମାନ୍ଦାନାଦ୍‌, 6A    "
 homosexual   , Adjective       , MI& AIGA ଦା AAUP]           
,,
 honest , Adjective , ନିଜାମ୍‌ 
 faithful , Adjective , F@IA 
 man , Noun ," ତୋଣ୍ଡ,ମେଲ୍‌ ତା ନାରୂନ୍‌ "
 honesty , Noun , ନିଜାମ୍‌ ମାନ୍ଦାନାଦ୍‌ 
 honey , Noun ," ଭର୍ଷେ,ମେସ୍‌,ତେନେ, ପେରେ "
 honey bee , Noun ," ପେରି, ଉରୱ୍‌ "
 honey comb , Noun , ପେରେ GIGI 
 honour , Noun , ନାମାସ୍‌ କାର୍‌ 
 hood of snake , Noun , Ald ପାମ୍‌ 
 hook , Noun , ଗାଲାମ୍‌ କୟି 
 hope , Adjective , ନାମ୍‌ କାମ୍‌ ଆଷା 
 horde , Noun ," ତୁଟ୍‌,ମାନ୍ଦା "
 horizontal , Noun ," ପାଟି ମିନ୍ଦେ,ସାପ୍‌ ପୁନ୍‌ ମାନ୍ଦାନାଦ୍‌ "
 horn , Noun ," କୋକ୍‌, ମ ଇରା-କମ୍‌ "
 horn bill , Noun , କାରୋଟ୍‌ 
 horn music , Noun , କମ୍‌ 
" horn siren, branch ", Noun , କୋକ୍‌ 
 hornet , Noun , କାଣ୍ତୁରୁମ୍‌ 
 hornet(big) , Noun , QEIQ 
 horse , Noun ," ଗୁରାମ୍‌, ପୋତ୍‌ ଗୁରାମ୍‌ "
 horse fly , Noun , AGAR 
 horse gram , Noun ," କଡ଼େ, ଉଲ୍‌ Gl "
 horseradish tree , Noun ," ମୁଲୁଙ୍ଗା, ମାଡ଼ା, ମୁଗୁଁଲା "
 hospital , Noun , ଆସ୍‌ ପାତାଲ 
 hospitality , Noun , ସାୟାଉଡ଼ାନାଦ୍‌ 
 host , Noun ," ସୁଟ୍‌ ମିର୍‌ ସେୱା, ମାଡ଼ାନୋଣ୍ତ "
 hostile , Noun , ଓିରୋଦାମ୍‌ 
 hostility , Adjective , ବିରୋଦାମ୍‌ ତେ 
 a                   , Adjective&Article  , ଅରୋଟ୍‌          
 accordingly         , Adverb            , ଆଦିଙ୍କ୍‌ ଲେକେ    
 hot milk            , Adjective          , ପାଡ଼ିୟ୍‌ ମାଡ଼ାନୋର୍‌ 
 hot water           , Noun              , କାସିତ୍‌ ପାଲ୍‌ 
 hotness             , Noun              , କାଙ୍କା            
 hour                , Noun              , ଗାଣ୍ଡୀ            
